-0.000336703	0
0.00310637	0.00344307
0.00395101	0.00215986
0.00481284	0.00175364
0.00372625	0.00173949
0.00239012	0.00194999
0.00306969	0.00178265
0.0036974	0.00166656
0.00376585	0.00147136
0.00313658	0.00145873
0.00254643	0.00144544
0.00194042	0.001452
0.00145185	0.0014222
0.00174563	0.00134908
0.00146829	0.00128618
0.00100692	0.00128854
0.000786176	0.00123034
0.00103285	0.00118591
0.00131385	0.00115642
0.0019513	0.00126883
0.00186782	0.00120978
0.00164432	0.00117493
0.00162221	0.0011229
0.00169674	0.00107768
0.00208394	0.00110381
0.00192655	0.00107212
0.00214851	0.00105526
0.00172696	0.00110079
0.00198569	0.00109321
0.00201187	0.00105646
0.00232184	0.0010678
0.0021838	0.00104307
0.00227447	0.00101502
0.00169418	0.00114298
0.00156438	0.00111741
0.00111673	0.00117457
0.00127447	0.00115323
0.00126787	0.00112249
0.00134811	0.00109627
0.00131581	0.001069
0.00141083	0.00104692
0.00129752	0.00102795
0.00146456	0.00101757
0.0017182	0.00102602
0.00179324	0.00100576
0.00178681	0.000983674
0.00176339	0.000962802
0.0018292	0.000944825
0.00193033	0.000930852
0.00196362	0.000912652
0.00205703	0.000899442
0.00205552	0.000881977
0.00180372	0.000901073
0.00174208	0.000886375
0.00166332	0.000873666
0.00164638	0.000858091
0.0018728	0.000872783
0.001897	0.000857944
0.00178569	0.000850592
0.00166209	0.000845379
0.00165822	0.000831414
0.00172907	0.000820957
0.00172009	0.000807871
0.00174	0.000795397
0.00166245	0.000786896
0.00166126	0.000774882
0.0014818	0.000784043
0.00143771	0.000773685
0.00124055	0.00078747
0.00127058	0.00077672
0.0012927	0.000766021
0.00110939	0.000777234
0.0012699	0.000783139
0.00123674	0.000773195
0.0012072	0.000763388
0.000950239	0.000795898
0.00107056	0.000794655
0.00113809	0.000787303
0.00112847	0.000777332
0.00114543	0.000767742
0.00123648	0.000763651
0.00125289	0.000754459
0.00131297	0.000747732
0.00127516	0.000739744
0.00133764	0.000733655
0.00136653	0.000725649
0.00149786	0.000729185
0.00153785	0.000721959
0.00148271	0.000715928
0.00136213	0.000718125
0.00124145	0.000720369
0.00121063	0.000713163
0.00125688	0.000706967
0.00111619	0.000713415
0.00111931	0.000705873
0.00113322	0.000698619
0.00108093	0.000693355
0.000969719	0.000695195
0.0010241	0.000690283
0.0010065	0.000683572
